Dave,Steve,Graeme,html_url,number,title,labels,state,locked,milestone,comments,created_at,updated_at,closed_at,author_association,state_reason,assignee.login,body
,,,https://github.com/facebook/react/issues/272,272,Generate docs using JSDoc (or something).,[],closed,False,,31,2013-08-17T04:45:20Z,2015-10-02T14:02:27Z,2015-02-09T17:51:24Z,CONTRIBUTOR,completed,,"We've tried to be consistent about documenting the React core using markdown style comments, and JSDoc style annotations, so it would be easy to create a utility that auto-generates documentation pages for the core itself. Ideally this would only rely on node.js/npm and not Java.

Using the ""good first bug"" label, but we should rename that label to ""good first contribution"".
"
,,,https://github.com/facebook/react/issues/315,315,"Inputs are uneditable if the ""value"" attribute is present","[{""id"":40929155,""node_id"":""MDU6TGFiZWw0MDkyOTE1NQ=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Question"",""name"":""Type: Question"",""color"":""cc317c"",""default"":false,""description"":null}]",closed,False,,2,2013-09-04T04:18:12Z,2013-09-07T20:25:45Z,2013-09-07T20:25:39Z,NONE,completed,,"See here: http://jsfiddle.net/XdNHU/1/

If an `<input>` element is rendered with its value attribute already present/set, the input seems to be uneditable. I thought it might have been something in handleChange, but I'm not sure.

Hopefully I'm not just misusing JSX...

Thanks!
"
,,,https://github.com/facebook/react/issues/337,337,Fails on whole-document rendering,[],closed,False,,0,2013-09-11T05:18:30Z,2013-09-11T23:54:32Z,2013-09-11T23:54:32Z,CONTRIBUTOR,completed,,"See the issue reported here: https://github.com/facebook/react/commit/647731e399fc824c02fdf851d91ce4477958e7fe

This causes react-page to fail.
"
,,,https://github.com/facebook/react/issues/348,348,nowrap doesn't work table cell,"[{""id"":40929156,""node_id"":""MDU6TGFiZWw0MDkyOTE1Ng=="",""url"":""https://api.github.com/repos/facebook/react/labels/Resolution:%20Wontfix"",""name"":""Resolution: Wontfix"",""color"":""ffffff"",""default"":false,""description"":null}]",closed,False,,4,2013-09-15T06:21:48Z,2016-06-14T01:44:23Z,2013-09-19T03:28:31Z,NONE,completed,,"I am creating horizontal scrolling webpage. I m using table with nowrap as hack of not calculating width of screen every time.

<td nowrap></td>

It seems react ignore nowrap, is there any work around.
"
,,,https://github.com/facebook/react/issues/408,408,Add a link in each warning to doc pages ,[],closed,False,,0,2013-10-06T04:42:43Z,2014-01-06T21:31:30Z,2014-01-06T21:31:30Z,COLLABORATOR,completed,,"relevant IRC log:

```
04:37 <+balpert> I wonder if we should link to a doc/cookbook page for every warning
04:37 < chenglou> balpert: I was thinking of that just now, but that kinda bloats it up
04:37 < chenglou> it'd be faster to notice in the console that it's wrong
04:37 < chenglou> than to check cookbook entries
04:37 <+balpert> no, I mean
04:37 <+balpert> each warning can have a link where you can learn more
04:38 < chenglou> oh damn, directly from the console?
04:38 < matnel> ""I got this kind of stuff, what should I do"" kind of stuff
04:38 <+balpert> akin to d2bf50c63d4390f4b73a65d6ec620e1ad842fa47
04:38 <@petehunt> i'm thinking
04:38 <@petehunt> a z-index: 10000; clippy character appears on the screen
04:38 < chenglou> balpert: that's actually a great idea
04:38 <@petehunt> instead of this dev console bs
04:38 < matnel> so when a noob coder (like me) gets an error, then you can just google it :)
04:38 <@petehunt> ""it looks like you're missing a key!""
04:39 < chenglou> mantel: when you have the link to the cookbook entry, why even bother googling it
04:39 <@petehunt> balpert: chenglou: chrome will actually make hyperlinks clickable in warnings
04:39 <+balpert> yup!
04:39 < chenglou> that's a great idea omg
04:39 < chenglou> nice integration
04:39 < matnel> petehunt: :D :D https://www.smore.com/clippy-js
```
"
,,,https://github.com/facebook/react/issues/415,415,Perhaps warn when writing a bad propTypes spec,"[{""id"":52079258,""node_id"":""MDU6TGFiZWw1MjA3OTI1OA=="",""url"":""https://api.github.com/repos/facebook/react/labels/Difficulty:%20starter"",""name"":""Difficulty: starter"",""color"":""94ce52"",""default"":false,""description"":null}]",closed,False,,2,2013-10-09T21:26:53Z,2013-12-20T06:37:58Z,2013-12-20T06:37:58Z,COLLABORATOR,completed,,"If you do `.required` instead of `.isRequired`, you just end up with it silently ignoring the prop type because it ends up undefined. Maybe we could warn for undefined or use fancy magic in newer browsers to warn on accessing unknown properties.

```
propTypes: {
  completed: React.PropTypes.bool.required  // oops! now undefined.
}
```
"
,,,https://github.com/facebook/react/issues/427,427,Use the right document in iframe selection events,"[{""id"":40929151,""node_id"":""MDU6TGFiZWw0MDkyOTE1MQ=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Bug"",""name"":""Type: Bug"",""color"":""b60205"",""default"":false,""description"":null},{""id"":127893911,""node_id"":""MDU6TGFiZWwxMjc4OTM5MTE="",""url"":""https://api.github.com/repos/facebook/react/labels/Component:%20DOM"",""name"":""Component: DOM"",""color"":""fef2c0"",""default"":false,""description"":null},{""id"":332720629,""node_id"":""MDU6TGFiZWwzMzI3MjA2Mjk="",""url"":""https://api.github.com/repos/facebook/react/labels/HTML"",""name"":""HTML"",""color"":""f7c6c7"",""default"":false,""description"":null}]",closed,False,,3,2013-10-15T21:01:09Z,2018-08-04T00:07:24Z,2018-08-04T00:07:23Z,MEMBER,completed,,"We use `document` directly a bunch where that might not be the right thing if the event is occurring in an `iframe`. We should do it right. (split from #373)
"
,,,https://github.com/facebook/react/issues/557,557,Inconvenient __owner__ assignment prevents updating a component,[],closed,False,,0,2013-11-17T20:58:38Z,2013-12-05T23:56:08Z,2013-12-05T23:56:08Z,COLLABORATOR,completed,,"Take a look at this component:

[![](http://i.stack.imgur.com/c2ihl.png)](http://jsfiddle.net/spicyj/PLcWJ/)
http://jsfiddle.net/spicyj/PLcWJ/

The second time you click to show the popover, React throws:

> Invariant Violation: replaceProps(...): You called `setProps` or `replaceProps` on a component with an owner. This is an anti-pattern since props will get reactively updated when rendered. Instead, change the owner's `render` method to pass the correct value as props to the component where it is created.

This happens because the second time the line

``` js
React.renderComponent(content, $tip.find('.popover-content')[0]);
```

is executed, it calls `.replaceProps` on the old `content` component, which throws because its `__owner__` is the PopoverDemo component, despite that PopoverDemo only creates the component, but doesn't actually mount it:

``` js
return <BsPopover content={<div>The time is <Time />.</div>} />;
```

---

I've concluded that `__owner__` is the wrong thing for `.replaceProps` to check. Instead, some property should be set on each child component upon mounting, probably by `ReactMultiChild.Mixin.mountComponent`. (Or conversely, on each root component by `ReactComponent.Mixin._mountComponentIntoNode`.)
"
,,,https://github.com/facebook/react/issues/556,556,React.PropTypes.component would be nice,[],closed,False,,4,2013-11-17T19:22:21Z,2013-12-22T02:02:10Z,2013-12-22T02:02:10Z,COLLABORATOR,completed,,"React.PropTypes.component would be nice. I wrote this instead:

``` js
function propTypeComponentChecker(required, props, propName, componentName) {
    if (props[propName] == null) {
        if (required) {
            throw new Error(
                'Required prop `' + propName + '` was not specified in `' +
                componentName + '`.'
            );
        }
    } else if (!React.isValidComponent(props[propName])) {
        throw new Error(
            'Invalid prop `' + propName + '` supplied to `' + componentName +
            '`, expected component.'
        );
    }
}
var propTypeComponent = propTypeComponentChecker.bind(null, false);
propTypeComponent.isRequired = propTypeComponentChecker.bind(null, true);
```
"
,,,https://github.com/facebook/react/issues/521,521,React.addons.TransitionGroup should not throw on `undefined` children,"[{""id"":52079258,""node_id"":""MDU6TGFiZWw1MjA3OTI1OA=="",""url"":""https://api.github.com/repos/facebook/react/labels/Difficulty:%20starter"",""name"":""Difficulty: starter"",""color"":""94ce52"",""default"":false,""description"":null}]",closed,False,,2,2013-11-12T23:39:28Z,2013-12-14T16:03:54Z,2013-12-14T16:03:54Z,CONTRIBUTOR,completed,,"Consider this example:

```
var foo;

if (this.state.bar) foo = <Foo/>;

<TransitionGroup transitionName='baz'>
  {foo}
</TransitionGroup>
```

If `state` is false or undefined, `foo` will be `undefined` and React.addons.TransitionGroup will throw `Uncaught TypeError: Object.keys called on non-object`
"
,,,https://github.com/facebook/react/issues/563,563,Make it possible to run a single test,[],closed,False,,2,2013-11-18T20:03:40Z,2013-11-27T19:54:32Z,2013-11-27T19:54:32Z,MEMBER,completed,subtleGradient,"Like we talked about. cc @benjamn
"
,,,https://github.com/facebook/react/issues/551,551,"waitForJsCondition has been deprecated, use waitFor + jsCondition asserter instead",[],closed,False,,2,2013-11-15T21:51:14Z,2013-12-06T01:14:43Z,2013-12-05T22:55:54Z,CONTRIBUTOR,completed,subtleGradient,
,,,https://github.com/facebook/react/issues/517,517,ReactDOMInput should properly control a value of number `0` fails in IE,"[{""id"":40929151,""node_id"":""MDU6TGFiZWw0MDkyOTE1MQ=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Bug"",""name"":""Type: Bug"",""color"":""b60205"",""default"":false,""description"":null},{""id"":52079258,""node_id"":""MDU6TGFiZWw1MjA3OTI1OA=="",""url"":""https://api.github.com/repos/facebook/react/labels/Difficulty:%20starter"",""name"":""Difficulty: starter"",""color"":""94ce52"",""default"":false,""description"":null},{""id"":69105383,""node_id"":""MDU6TGFiZWw2OTEwNTM4Mw=="",""url"":""https://api.github.com/repos/facebook/react/labels/Browser:%20IE"",""name"":""Browser: IE"",""color"":""c7def8"",""default"":false,""description"":null}]",closed,False,,4,2013-11-11T22:29:48Z,2014-02-19T18:58:55Z,2014-02-19T18:58:55Z,CONTRIBUTOR,completed,,"```
ReactDOMInput should properly control a value of number `0`.

Expected 'giraffe' to be '0'.
```
"
,,,https://github.com/facebook/react/issues/608,608,`mutateHTMLNodeWithMarkup` fails in IE8,[],closed,False,,3,2013-11-25T21:04:15Z,2014-05-18T06:08:40Z,2014-05-18T06:08:40Z,CONTRIBUTOR,completed,,"IE8 doesn't support `getAttributeNS`, `setAttributeNS` or  `hasAttributeNS`.
"
,,,https://github.com/facebook/react/issues/679,679,Tutorials docs section,[],closed,False,,4,2013-12-20T08:21:53Z,2016-10-23T13:05:26Z,2016-10-23T13:05:26Z,CONTRIBUTOR,completed,,"I think we need a tutorials section. It should have:
- Getting started (current tutorial)
- Thinking in React blog post
- Using server rendering
- Performance optimization walkthrough

I'll write all of these (well we only need two) unless someone else wants to.
"
,,,https://github.com/facebook/react/issues/726,726,`jsx` compiler compiles to `React.Dom` not `React.DOM`,[],closed,False,,2,2013-12-27T14:21:02Z,2013-12-27T20:10:02Z,2013-12-27T14:24:19Z,NONE,completed,,"I'm pre-compiling my `jsx` assets using the `react-tools`, this produces code like `React.Dom.div(null)`.  The problem is that the version of `react` I'm using doesn't have a variable `Dom` attached to it, it has the variable `DOM`.

`jsx version 0.8.9` and `react version 0.8.0`

A temporary fix I'm using is:

```
React.Dom = React.DOM;
```

after `react` has loaded but before any of my code runs. But this needs to be fixed upstream. 

Unless I'm missing something? A version mismatch?
"
,,,https://github.com/facebook/react/issues/727,727,onDrag* event objects do not have `dataTransfer` property,[],closed,False,,1,2013-12-27T17:15:33Z,2013-12-29T07:16:31Z,2013-12-29T07:16:31Z,CONTRIBUTOR,completed,,"HTML5 drag events include a `dataTransfer` property. React drag events don't. Shimming this for legacy browsers would be difficult but it's something to look into.
More on the `dataTransfer` object:
http://www.html5rocks.com/en/tutorials/dnd/basics/
https://developer.mozilla.org/en-US/docs/Web/API/DataTransfer
"
,,,https://github.com/facebook/react/issues/649,649,ReactAnimationGroup failing to re-add components/reverse animations.,[],closed,False,,2,2013-12-10T08:37:58Z,2013-12-23T23:36:29Z,2013-12-23T23:36:29Z,CONTRIBUTOR,completed,,"Please see: http://jsfiddle.net/LvkNt/10/  and do the following:
1. Click 'Toggle' to make the list-item fade into view.
2. Double-click/Spam-click the 'Toggle' button again to make the item fade-out of view.
3. Click 'Toggle' again to try to make the component come back into view.

You'll see that the item doesn't come back!  If you check the HTML, you can see that the list-item is still there, with the class name ""example-leave example-leave-active"".  

I suspect that React should reverse the animation elegantly in the case of the same component being re-added in the render function during a leave transition.
"
,,,https://github.com/facebook/react/issues/766,766,Source map support for jsx binary,"[{""id"":40929153,""node_id"":""MDU6TGFiZWw0MDkyOTE1Mw=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Enhancement"",""name"":""Type: Enhancement"",""color"":""84b6eb"",""default"":false,""description"":null},{""id"":71502270,""node_id"":""MDU6TGFiZWw3MTUwMjI3MA=="",""url"":""https://api.github.com/repos/facebook/react/labels/Component:%20Build%20Infrastructure"",""name"":""Component: Build Infrastructure"",""color"":""f9d0c4"",""default"":false,""description"":null}]",closed,False,,16,2013-12-31T20:03:33Z,2015-07-28T22:04:40Z,2015-07-28T22:04:40Z,COLLABORATOR,completed,,"Would be nice.
"
,,,https://github.com/facebook/react/issues/951,951,[DOCS] Schema for the component lifecycle,[],closed,False,,4,2014-01-22T13:49:46Z,2014-09-23T23:51:45Z,2014-09-23T23:51:45Z,NONE,completed,,"Hello guys,

It would be awesome if the [lifecycle doc page](http://facebook.github.io/react/docs/component-specs.html) had a simple schema that outline the order of methods.
"
,,,https://github.com/facebook/react/issues/812,812,Server rendering is slower with npm react,"[{""id"":71502270,""node_id"":""MDU6TGFiZWw3MTUwMjI3MA=="",""url"":""https://api.github.com/repos/facebook/react/labels/Component:%20Build%20Infrastructure"",""name"":""Component: Build Infrastructure"",""color"":""f9d0c4"",""default"":false,""description"":null}]",closed,False,,59,2014-01-04T18:09:15Z,2017-03-08T23:32:27Z,2015-04-01T22:49:21Z,CONTRIBUTOR,completed,zpao,"I ran a few benchmarks on the server (modifying https://github.com/paulshen/react-bench to not use jsdom). The results were surprising, as the browserified `react.js` was about **30% faster** than the npm version, even with `NODE_ENV=production`.

The performance ranking (test run time) was `react.min.js` < `react.js` < `NODE_ENV=production node react` < `node react`.

I suspect `process.env` is not a regular js object but perhaps a getter and thus carries a penalty when you test for `""production"" !== process.env.NODE_ENV` everywhere. 

Also the minified version might still perform best of all, as at least some time ago V8 used function source length (including comments) as a heuristic for function complexity / compilation time and thus affecting chances for optimization in some cases, but the effect might be negligible.
"
,,,https://github.com/facebook/react/issues/999,999,Should be able to specify types when using React.PropTypes.oneOf(),[],closed,False,,1,2014-01-30T23:33:43Z,2014-01-30T23:38:14Z,2014-01-30T23:38:14Z,CONTRIBUTOR,completed,,"I see why it doesn't work (see the implementation of `createObjectFromKeys()`) but it's unfortunate that we can't do this:

```
propTypes:
  size: React.PropTypes.oneOf [16, 24, 36, 48, 64]
```

When I set the `size` prop to a bonafide number, I get this:

```
Invariant Violation: Invalid prop `size` supplied to `FooComponent`, expected one of [""16"",""24"",""36"",""48"",""64""].
```

Of course, `oneOf()` calls `createObjectFromKeys()` which turns my array of numbers into an object where each number gets cast to a string and used as a key to store the value `true`.
"
,,,https://github.com/facebook/react/issues/882,882,Ship 0.8.1,"[{""id"":74359453,""node_id"":""MDU6TGFiZWw3NDM1OTQ1Mw=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Release"",""name"":""Type: Release"",""color"":""00D8EA"",""default"":false,""description"":null}]",closed,False,,4,2014-01-13T23:22:54Z,2014-02-13T07:30:16Z,2014-02-13T07:30:16Z,MEMBER,completed,zpao,"There are a few things that we've fixed which should be safe to put into a 0.8.1, mostly related to `ReactTransitionGroup`.

I wish there were a better tool for this, but here are all the commits to consider (I think):
https://github.com/facebook/react/compare/39037ee...7a9e544 and https://github.com/facebook/react/compare/7a9e544...master

Let's collect commits/PRs we want to take
"
,,,https://github.com/facebook/react/issues/837,837,Detect vendor prefixes for CSS numeric value detection,"[{""id"":40929151,""node_id"":""MDU6TGFiZWw0MDkyOTE1MQ=="",""url"":""https://api.github.com/repos/facebook/react/labels/Type:%20Bug"",""name"":""Type: Bug"",""color"":""b60205"",""default"":false,""description"":null}]",closed,False,,3,2014-01-07T22:19:52Z,2014-02-13T07:55:20Z,2014-02-13T07:55:20Z,MEMBER,completed,chenglou,"If we add support for `flex` in #836, we need to support vendor prefixes as well.

Right now we just hard code the list of properties and check the object (https://github.com/facebook/react/blob/master/src/dom/CSSProperty.js#L24) to see if we should allow a numeric value unchanged. `flex` will need to support checking vendor prefixed values, so I think we should change our lookups.

We should still hard-code the values, but not include all of the possible prefixes. Instead we'll add a method which checks the object and falls back to stripping the prefix (I think `/^-\w-/` should find the prefix) and then checking.
I think we should call a method
"
,,,https://github.com/facebook/react/issues/793,793,Document displayName,[],closed,False,,1,2014-01-03T18:02:23Z,2014-01-04T18:41:57Z,2014-01-04T18:41:57Z,CONTRIBUTOR,completed,,"I couldn't find a reference to the fact that jsx transform attaches `displayName` to the component spec, this would be nice to document somewhere (more importantly, that not using jsx means debugging messages will be littered with `undefined.method`). I found this while using [hyper](https://github.com/xixixao/hyper).
"
,,,https://github.com/facebook/react/issues/972,972,JSXTransformer in used in r.js optimizer can't load SourceMapGenerator,[],closed,False,,4,2014-01-25T19:41:02Z,2014-08-19T01:10:57Z,2014-08-19T01:10:57Z,NONE,completed,,"This is a tricky issue, so I'll do my best to explain:

I've been using the [jsx-requirejs-plugin](https://github.com/philix/jsx-requirejs-plugin) to build my React app using AMD. I've been using a [custom branch](https://github.com/thomasboyt/react/tree/venmo) of React (with [custom builds](https://github.com/thomasboyt/react-build)), which is based off of master.

Until recently, everything was working fine. But since https://github.com/facebook/react/commit/7675611e5f8b89e5e304acceaa645879b45111e1, I've been unable to create optimized builds using the plugin. At first, I assumed it was an issue with the plugin, but it seems that the offending line is the changed `transform` function:

``` js
function transformReact(source) {
  return transform(visitors.react, source, {sourceMap: true});
}

exports.transform = transformReact;
```

Until this change, `{sourceMap: true}` wasn't forced on, and things worked just fine. With this change, it's no longer possible to build in an AMD environment, as [this line](https://github.com/facebook/jstransform/blob/master/src/jstransform.js#L228) errors out with:

``` js
Running ""requirejs:dist"" (requirejs) task
>> Tracing dependencies for: js/lib/requirejs/require
Error 0
TypeError: undefined is not a function
    at Object../array-set (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690:38)
, <anonymous>:8707:1)
    at s (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690:38), <anonymous>:4:5
21)
    at i (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690:38), <anonymous>:4:5
72)
    at Object../source-map/source-map-consumer (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/require
js/bin/r.js:23690:38), <anonymous>:7854:30)
    at s (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690:38), <anonymous>:4:5
21)
    at i (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690:38), <anonymous>:4:5
72)
    at transform (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690:38), <anonym
ous>:10274:30)
    at Object.transformReact [as transform] (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/
bin/r.js:23690:38), <anonymous>:11686:10)
    at jsx.load.onLoad (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690:38), <
anonymous>:39:36)
    at Object.text.finishLoad (eval at <anonymous> (/Users/thomasboyt/venmo-devops/venmo-web-views-base/node_modules/grunt-contrib-requirejs/node_modules/requirejs/bin/r.js:23690
:38), <anonymous>:152:13)
```

My best guess is that the [array-set module](https://github.com/mozilla/source-map/blob/master/lib/source-map/array-set.js) isn't being correctly loaded (although it is included [in the built file](https://github.com/thomasboyt/react-build/blob/master/JSXTransformer.js#L7866)), but I don't know enough about Browserify to debug this. Hoping someone else can take a look and find out what's going on.

(in the meantime, I suppose I'll update my branch to undo the change that set `{sourceMap: true}`)
"
,,,https://github.com/facebook/react/issues/839,839,"Warning for <option selected=""..."">","[{""id"":52079258,""node_id"":""MDU6TGFiZWw1MjA3OTI1OA=="",""url"":""https://api.github.com/repos/facebook/react/labels/Difficulty:%20starter"",""name"":""Difficulty: starter"",""color"":""94ce52"",""default"":false,""description"":null}]",closed,False,,2,2014-01-08T00:29:23Z,2014-01-08T00:38:35Z,2014-01-08T00:38:35Z,CONTRIBUTOR,completed,,"Using `<option selected=""..."">` is the standard way to set a value on a `<select>` component. Yet, React uses another convention: http://facebook.github.io/react/docs/forms.html#why-select-value

We should add a warning when the value is being set on the `<option>` and tell the developer to put `value` on the `<select>` in DEV.

Example: http://jsfiddle.net/vjeux/LT6Bw/
"
